N,p_m,p_c,trn_size,iteration,generation,best_fitness,avg_fitness
300,0.03,0.02,20,1,241,-53.44292530665578,-218.82807462753203
300,0.03,0.02,20,1,242,-126.8187996428785,-210.85679713793502
300,0.03,0.02,20,1,243,-128.70318264754368,-215.57042007311682
300,0.03,0.02,20,1,244,-124.33558553417603,-216.5639033592707
300,0.03,0.02,20,1,245,-94.14748010928824,-207.7879277936395
300,0.03,0.02,20,1,246,-92.20189569201838,-205.48673466483112
300,0.03,0.02,20,1,247,-129.64876634922564,-226.44414725190256
300,0.03,0.02,20,1,248,-128.70318264754368,-215.87363587974423
300,0.03,0.02,20,1,249,-135.69463863518345,-213.44673687125444
300,0.03,0.02,20,1,250,11.83772233983162,-199.11131497240495
300,0.03,0.02,20,1,251,-115.22167621838005,-200.65321946119187
300,0.03,0.02,20,1,252,-142.01063709417264,-222.4396288228524
300,0.03,0.02,20,1,253,11.39444872453601,-195.36799227708096
300,0.03,0.02,20,1,254,-125.88027898781785,-203.2178147262908
300,0.03,0.02,20,1,255,-127.75981574503821,-211.11826481224819
300,0.03,0.02,20,1,256,-60.35533905932738,-205.66877872879502
300,0.03,0.02,20,1,257,-133.10405388322278,-222.03640515429197
300,0.03,0.02,20,1,258,-126.8187996428785,-202.8864124463318
300,0.03,0.02,20,1,259,-134.9799959983992,-218.74766175751094
300,0.03,0.02,20,1,260,-128.70318264754368,-209.9180550511892
300,0.03,0.02,20,1,261,-134.0407993409569,-217.14887598989108
300,0.03,0.02,20,1,262,-125.88027898781785,-216.64420186147692
300,0.03,0.02,20,1,263,-134.0407993409569,-213.80482762580368
300,0.03,0.02,20,1,264,-122.43416490252568,-216.7697066374545
300,0.03,0.02,20,1,265,-68.28972164382672,-220.59336352109202
300,0.03,0.02,20,1,266,-105.1621712560464,-202.4602762597965
300,0.03,0.02,20,1,267,-121.2310562561766,-215.73036698505274
300,0.03,0.02,20,1,268,-71.6742416417845,-211.46470441785195
300,0.03,0.02,20,1,269,-132.169905660283,-214.91090012810318
300,0.03,0.02,20,1,270,-127.75981574503821,-203.73514732342298
300,0.03,0.02,20,1,271,-103.27007354458868,-215.4108007495413
300,0.03,0.02,20,1,272,-127.75981574503821,-214.1541433500854
300,0.03,0.02,20,1,273,-131.23851208678758,-203.33409409773006
300,0.03,0.02,20,1,274,-127.75981574503821,-208.5279273801716
300,0.03,0.02,20,1,275,-59.36568055487916,-207.48417275378605
300,0.03,0.02,20,1,276,-113.32435804486894,-222.96141965372905
300,0.03,0.02,20,1,277,-105.1621712560464,-211.61989225861336
300,0.03,0.02,20,1,278,-127.75981574503821,-216.75636971557805
300,0.03,0.02,20,1,279,-131.23851208678758,-217.2347599808759
300,0.03,0.02,20,1,280,-112.80167361086848,-212.8287567953747
300,0.03,0.02,20,1,281,-95.12205669071392,-212.8185287016685
300,0.03,0.02,20,1,282,-92.20189569201838,-202.33745192950573
300,0.03,0.02,20,1,283,-103.68065933568312,-216.99898848226664
300,0.03,0.02,20,1,284,-135.69463863518345,-211.78383966810887
300,0.03,0.02,20,1,285,-104.64302857109942,-206.29436852112565
300,0.03,0.02,20,1,286,-67.2965719651132,-203.37387109506636
300,0.03,0.02,20,1,287,-99.3846820423443,-205.16674642000143
300,0.03,0.02,20,1,288,-111.84015371452148,-217.36993423391561
300,0.03,0.02,20,1,289,-69.45883931389773,-189.3623184624653
300,0.03,0.02,20,1,290,-64.319206502675,-209.5830525244926
300,0.03,0.02,20,1,291,-126.8187996428785,-226.4413739564885
300,0.03,0.02,20,1,292,-128.70318264754368,-212.95623238758301
300,0.03,0.02,20,1,293,-117.63078946776307,-214.43430659624127
300,0.03,0.02,20,1,294,-131.23851208678758,-227.97963774620638
300,0.03,0.02,20,1,295,-126.8187996428785,-209.97185232232346
300,0.03,0.02,20,1,296,-130.31004303683676,-222.6941990413169
300,0.03,0.02,20,1,297,-128.46262762420145,-212.19892696776208
300,0.03,0.02,20,1,298,-104.64302857109942,-209.19442499131603
300,0.03,0.02,20,1,299,-77.57933771208754,-208.0884285666316
300,0.03,0.02,20,2,0,-125.88027898781785,-209.1713777839811
300,0.03,0.02,20,2,1,-124.01136216933077,-206.58218220379302
300,0.03,0.02,20,2,2,-55.4138126514911,-215.57795036477344
300,0.03,0.02,20,2,3,-125.88027898781785,-216.97278983557413
300,0.03,0.02,20,2,4,-132.169905660283,-226.53127875993266
300,0.03,0.02,20,2,5,-94.14748010928824,-206.01061681425605
300,0.03,0.02,20,2,6,-135.69463863518345,-225.8947177675232
300,0.03,0.02,20,2,7,-66.30375285612676,-206.20379042513676
300,0.03,0.02,20,2,8,-117.12748667179272,-225.78028060166878
300,0.03,0.02,20,2,9,-135.21395872616785,-210.64538609345615
300,0.03,0.02,20,2,10,10.151142198203896,-216.3646486665162
300,0.03,0.02,20,2,11,-131.23851208678758,-217.46547981843239
300,0.03,0.02,20,2,12,-131.23851208678758,-217.76409470702683
300,0.03,0.02,20,2,13,-123.46366392897386,-218.02296529559518
300,0.03,0.02,20,2,14,-109.92215489043241,-222.92368324268642
300,0.03,0.02,20,2,15,-133.10405388322278,-218.28414324749062
300,0.03,0.02,20,2,16,-129.3846820423443,-211.23681892203774
300,0.03,0.02,20,2,17,-59.36568055487916,-211.26602172149344
300,0.03,0.02,20,2,18,-133.10405388322278,-219.7569594708608
300,0.03,0.02,20,2,19,-131.23851208678758,-222.82502798135903
300,0.03,0.02,20,2,20,-44.6468827043885,-209.24297294705983
300,0.03,0.02,20,2,21,-126.75385449465085,-212.1109989736777
300,0.03,0.02,20,2,22,-134.0407993409569,-218.40519709132357
300,0.03,0.02,20,2,23,-136.61544808322665,-218.74340673436308
300,0.03,0.02,20,2,24,-125.88027898781785,-214.18148167833647
300,0.03,0.02,20,2,25,-161.89412298131649,-216.86641279388127
300,0.03,0.02,20,2,26,-112.37924020083418,-214.8403699596488
300,0.03,0.02,20,2,27,-147.5440947723653,-222.72616701547818
300,0.03,0.02,20,2,28,-135.69463863518345,-219.31264556220603
300,0.03,0.02,20,2,29,-132.169905660283,-217.28961074701556
300,0.03,0.02,20,2,30,-125.88027898781785,-205.76217700506416
300,0.03,0.02,20,2,31,-131.23851208678758,-220.68204657882143
300,0.03,0.02,20,2,32,-126.8187996428785,-228.6980297809361
300,0.03,0.02,20,2,33,-61.345563690772494,-214.7323682018593
300,0.03,0.02,20,2,34,-127.75981574503821,-219.19334199392523
300,0.03,0.02,20,2,35,-115.22167621838005,-206.41628778410927
300,0.03,0.02,20,2,36,-119.39543120718442,-208.89884133793262
300,0.03,0.02,20,2,37,-161.89412298131649,-219.67470017590634
300,0.03,0.02,20,2,38,-66.30375285612676,-211.8863939703025
300,0.03,0.02,20,2,39,-108.96589587396122,-206.08430565837057
300,0.03,0.02,20,2,40,-102.72001872658765,-198.86867595665942
300,0.03,0.02,20,2,41,-133.24954212300622,-212.83200005382957
300,0.03,0.02,20,2,42,-68.734255586866,-224.53165006416756
300,0.03,0.02,20,2,43,-68.734255586866,-207.9871926768929
300,0.03,0.02,20,2,44,-123.38388161361178,-218.3630922278693
300,0.03,0.02,20,2,45,-123.46366392897386,-217.1176935038578
300,0.03,0.02,20,2,46,-134.9799959983992,-223.31425537768547
300,0.03,0.02,20,2,47,-118.65775990588614,-201.19317979001616
300,0.03,0.02,20,2,48,-95.52159917870962,-213.36106885959722
300,0.03,0.02,20,2,49,9.1690481051547,-203.00281216293206
300,0.03,0.02,20,2,50,-127.75981574503821,-208.4052082427135
300,0.03,0.02,20,2,51,-114.72926703662543,-223.9524188262824
300,0.03,0.02,20,2,52,-90.89117562233506,-202.9088685144581
300,0.03,0.02,20,2,53,-131.23851208678758,-210.5371798175143
300,0.03,0.02,20,2,54,-127.75981574503821,-214.289067190652
300,0.03,0.02,20,2,55,-125.88027898781785,-207.8952144739775
300,0.03,0.02,20,2,56,-127.75981574503821,-214.88760592467554
300,0.03,0.02,20,2,57,-131.23851208678758,-217.369806021144
300,0.03,0.02,20,2,58,-121.2310562561766,-211.35674907103055
300,0.03,0.02,20,2,59,-101.32493928760188,-209.18453194055448
300,0.03,0.02,20,2,60,-126.8187996428785,-218.8396902689153
300,0.03,0.02,20,2,61,-68.28972164382672,-198.05606677110623
300,0.03,0.02,20,2,62,-73.41658669218482,-224.81408840864833
300,0.03,0.02,20,2,63,-126.8187996428785,-209.12429998945453
300,0.03,0.02,20,2,64,-117.63078946776307,-203.79396768645273
300,0.03,0.02,20,2,65,-134.9799959983992,-218.89735204115797
300,0.03,0.02,20,2,66,-136.61544808322665,-229.59625491470524
300,0.03,0.02,20,2,67,-120.5411901469428,-208.89988805061702
300,0.03,0.02,20,2,68,7.384226894136091,-210.79289814563302
300,0.03,0.02,20,2,69,-137.53945729601884,-221.7727060809841
300,0.03,0.02,20,2,70,-128.70318264754368,-214.56001920023382
300,0.03,0.02,20,2,71,-86.4005494464026,-210.84743424455738
300,0.03,0.02,20,2,72,-127.75981574503821,-215.2482713826226
300,0.03,0.02,20,2,73,-95.12205669071392,-212.81900175108146
300,0.03,0.02,20,2,74,-106.57252408878007,-207.35320926298573
300,0.03,0.02,20,2,75,-68.28972164382672,-210.90669837938188
300,0.03,0.02,20,2,76,-67.48332962798263,-208.61620062859723
300,0.03,0.02,20,2,77,-127.75981574503821,-211.05333396178713
300,0.03,0.02,20,2,78,-133.10405388322278,-214.09514995482132
300,0.03,0.02,20,2,79,-67.2965719651132,-206.8473125239649
300,0.03,0.02,20,2,80,-132.169905660283,-202.3328596881561
300,0.03,0.02,20,2,81,-112.37924020083418,-215.05760112539497
300,0.03,0.02,20,2,82,-126.8187996428785,-225.69382434202134
300,0.03,0.02,20,2,83,13.596875762567151,-192.9036356999358
300,0.03,0.02,20,2,84,-68.28972164382672,-209.29436788674673
300,0.03,0.02,20,2,85,-127.75981574503821,-213.28373836917132
300,0.03,0.02,20,2,86,-127.75981574503821,-219.56331940333533
300,0.03,0.02,20,2,87,-131.23851208678758,-215.52012533115393
300,0.03,0.02,20,2,88,-133.10405388322278,-214.72282189549892
300,0.03,0.02,20,2,89,-124.94441010848846,-207.33687253429358
300,0.03,0.02,20,2,90,-116.17358552246078,-213.49749471184518
300,0.03,0.02,20,2,91,-129.64876634922564,-208.425869872573
300,0.03,0.02,20,2,92,-131.23851208678758,-214.927005528011
300,0.03,0.02,20,2,93,-125.88027898781785,-200.96727129571332
300,0.03,0.02,20,2,94,-67.2965719651132,-219.99702877480158
300,0.03,0.02,20,2,95,-128.70318264754368,-222.87576111740506
300,0.03,0.02,20,2,96,-123.38388161361178,-215.46019202638587
300,0.03,0.02,20,2,97,-124.94441010848846,-216.95057704185245
300,0.03,0.02,20,2,98,-120.96076922496363,-212.93549255339204
300,0.03,0.02,20,2,99,-69.28317965096906,-212.21929005066323
300,0.03,0.02,20,2,100,-126.8187996428785,-209.48690638502197
300,0.03,0.02,20,2,101,-115.22167621838005,-203.38208360010583
300,0.03,0.02,20,2,102,-113.32435804486894,-208.54508122421618
300,0.03,0.02,20,2,103,-67.2965719651132,-206.33334586884874
300,0.03,0.02,20,2,104,-88.3275357934736,-203.22662802546577
300,0.03,0.02,20,2,105,-133.10405388322278,-217.0986659931094
300,0.03,0.02,20,2,106,-117.63078946776307,-208.3627053617256
300,0.03,0.02,20,2,107,-115.22167621838005,-209.98684492508488
300,0.03,0.02,20,2,108,-119.04079934095691,-204.05514227314012
300,0.03,0.02,20,2,109,-125.88027898781785,-216.70262855451466
300,0.03,0.02,20,2,110,-113.32435804486894,-210.8236399976147
300,0.03,0.02,20,2,111,-88.3275357934736,-211.1180411634241
300,0.03,0.02,20,2,112,-132.169905660283,-213.81872290308507
300,0.03,0.02,20,2,113,-131.23851208678758,-207.28291119716854
300,0.03,0.02,20,2,114,-125.71854614300466,-213.04079206991835
300,0.03,0.02,20,2,115,-128.70318264754368,-208.76024121888668
300,0.03,0.02,20,2,116,-108.50773134253961,-213.77951165733603
300,0.03,0.02,20,2,117,-121.48655719667784,-208.00492379215137
300,0.03,0.02,20,2,118,-132.169905660283,-221.87274487824757
300,0.03,0.02,20,2,119,-121.92301994298867,-217.23516451859186
300,0.03,0.02,20,2,120,-117.63078946776307,-215.5127908701235
300,0.03,0.02,20,2,121,-131.23851208678758,-212.60922316912794
300,0.03,0.02,20,2,122,-94.14748010928824,-215.68019368114625
300,0.03,0.02,20,2,123,-121.48655719667784,-208.4411556771808
300,0.03,0.02,20,2,124,-131.23851208678758,-222.50334745746324
300,0.03,0.02,20,2,125,-131.23851208678758,-213.90496872813438
300,0.03,0.02,20,2,126,-127.75981574503821,-207.589103163095
300,0.03,0.02,20,2,127,-66.49657518178932,-218.0181490441507
300,0.03,0.02,20,2,128,-99.3846820423443,-202.03971922153033
300,0.03,0.02,20,2,129,-64.319206502675,-212.99720333541194
300,0.03,0.02,20,2,130,-68.28972164382672,-211.82622151275612
300,0.03,0.02,20,2,131,-108.96589587396122,-217.67025080594357
300,0.03,0.02,20,2,132,-117.12748667179272,-207.02927886512418
300,0.03,0.02,20,2,133,9.1690481051547,-184.86321962578063
300,0.03,0.02,20,2,134,-110.44799302251775,-222.23072599836635
300,0.03,0.02,20,2,135,-90.89117562233506,-224.3047424099115
300,0.03,0.02,20,2,136,-88.9317652729776,-204.21631936586405
300,0.03,0.02,20,2,137,-67.48332962798263,-210.3912971396553
300,0.03,0.02,20,2,138,-89.91102314577124,-224.06204997069742
300,0.03,0.02,20,2,139,-68.28972164382672,-228.84015992123028
300,0.03,0.02,20,2,140,-126.39218191268331,-214.9074447717185
300,0.03,0.02,20,2,141,-102.29693436154187,-204.38176164557197
300,0.03,0.02,20,2,142,-125.88027898781785,-218.96542084499364
300,0.03,0.02,20,2,143,-126.8187996428785,-218.60739455793532
300,0.03,0.02,20,2,144,-121.2310562561766,-221.55088589276707
300,0.03,0.02,20,2,145,-133.10405388322278,-226.21486989999846
300,0.03,0.02,20,2,146,-63.3275357934736,-214.93497768816104
300,0.03,0.02,20,2,147,-83.73785545725808,-212.78238836465908
300,0.03,0.02,20,2,148,-91.2310562561766,-204.70394562461107
300,0.03,0.02,20,2,149,-129.3846820423443,-222.5888811426665
300,0.03,0.02,20,2,150,-127.75981574503821,-216.2423883843234
300,0.03,0.02,20,2,151,-116.17358552246078,-216.31796167833534
300,0.03,0.02,20,2,152,-92.8539444560216,-209.47914755125393
300,0.03,0.02,20,2,153,-127.75981574503821,-212.61068587602398
300,0.03,0.02,20,2,154,-129.64876634922564,-213.05846159580432
300,0.03,0.02,20,2,155,-120.54277630799527,-216.13969640463787
300,0.03,0.02,20,2,156,-58.37663853655727,-204.76284274732055
300,0.03,0.02,20,2,157,-126.8187996428785,-210.08794529606098
300,0.03,0.02,20,2,158,-133.10405388322278,-208.33867168976352
300,0.03,0.02,20,2,159,-93.1740662898458,-214.96832788629078
300,0.03,0.02,20,2,160,-122.43416490252568,-225.02090371379037
300,0.03,0.02,20,2,161,-131.23851208678758,-217.48010839696482
300,0.03,0.02,20,2,162,-132.169905660283,-217.26175186966358
300,0.03,0.02,20,2,163,-126.8187996428785,-213.10468739659234
300,0.03,0.02,20,2,164,-91.2310562561766,-220.93657392432812
300,0.03,0.02,20,2,165,-103.27531841800928,-206.80306677540685
300,0.03,0.02,20,2,166,-89.293765408777,-205.21794796010676
300,0.03,0.02,20,2,167,-127.75981574503821,-198.97818595478523
300,0.03,0.02,20,2,168,-124.33558553417603,-204.75830048463524
300,0.03,0.02,20,2,169,-125.88027898781785,-206.06028432343237
300,0.03,0.02,20,2,170,-120.54277630799527,-212.17609085513544
300,0.03,0.02,20,2,171,-121.2310562561766,-211.25627445834905
300,0.03,0.02,20,2,172,-133.10405388322278,-213.191631391674
300,0.03,0.02,20,2,173,-66.49657518178932,-212.02625350652767
300,0.03,0.02,20,2,174,-133.10405388322278,-226.9809913196907
300,0.03,0.02,20,2,175,-130.31004303683676,-224.2678955134595
300,0.03,0.02,20,2,176,-134.77722635447623,-212.38718977179852
300,0.03,0.02,20,2,177,-130.31004303683676,-211.44653902592896
300,0.03,0.02,20,2,178,-132.169905660283,-233.62592503260046
300,0.03,0.02,20,2,179,-110.49691346263317,-218.13401760040034
300,0.03,0.02,20,2,180,-125.88027898781785,-224.7824998727376
300,0.03,0.02,20,2,181,-70.44749683231336,-192.1086234970526
300,0.03,0.02,20,2,182,-130.31004303683676,-215.0542291141875
300,0.03,0.02,20,2,183,-66.30375285612676,-192.21287978851427
300,0.03,0.02,20,2,184,-96.09772228646443,-207.8932566486291
300,0.03,0.02,20,2,185,-125.88027898781785,-198.41738992345893
300,0.03,0.02,20,2,186,-119.57105459856902,-215.78318096090683
300,0.03,0.02,20,2,187,-125.88027898781785,-214.99078433274514
300,0.03,0.02,20,2,188,-116.17358552246078,-224.87682852116112
300,0.03,0.02,20,2,189,-120.54277630799527,-218.47411230901434
300,0.03,0.02,20,2,190,-126.8187996428785,-202.0561348373899
300,0.03,0.02,20,2,191,-137.53945729601884,-219.7136261932882
300,0.03,0.02,20,2,192,-125.88027898781785,-208.47884189270255
300,0.03,0.02,20,2,193,-62.33630940518894,-204.1245137260727
300,0.03,0.02,20,2,194,-164.62600113499064,-233.36972042746658
300,0.03,0.02,20,2,195,-131.23851208678758,-225.62441022334835
300,0.03,0.02,20,2,196,-132.26812023536854,-220.53691081431364
300,0.03,0.02,20,2,197,-135.69463863518345,-220.92868584379713
300,0.03,0.02,20,2,198,-125.41522986797287,-219.74816792489528
300,0.03,0.02,20,2,199,-128.46262762420145,-196.61921489057443
300,0.03,0.02,20,2,200,-126.8187996428785,-208.32368161472078
300,0.03,0.02,20,2,201,-136.61544808322665,-225.22389484595698
300,0.03,0.02,20,2,202,-127.75981574503821,-216.6290111868036
300,0.03,0.02,20,2,203,-137.53945729601884,-225.23725269341134
300,0.03,0.02,20,2,204,-133.10405388322278,-222.47436470035137
300,0.03,0.02,20,2,205,-89.293765408777,-202.57725800870531
300,0.03,0.02,20,2,206,-125.88027898781785,-205.56465886884018
300,0.03,0.02,20,2,207,-126.8187996428785,-205.08140261833074
300,0.03,0.02,20,2,208,-122.15447781671598,-218.52379720659442
300,0.03,0.02,20,2,209,-121.2310562561766,-209.7938574692538
300,0.03,0.02,20,2,210,-136.61544808322665,-217.42413054105452
300,0.03,0.02,20,2,211,-126.8187996428785,-220.95881616137882
300,0.03,0.02,20,2,212,-126.8187996428785,-216.17101057948878
300,0.03,0.02,20,2,213,-128.70318264754368,-211.61002672522167
300,0.03,0.02,20,2,214,-134.9799959983992,-224.1490337817889
300,0.03,0.02,20,2,215,-128.70318264754368,-231.6854898975118
300,0.03,0.02,20,2,216,-132.169905660283,-218.09088349196048
300,0.03,0.02,20,2,217,-42.071067811865476,-199.86789757394416
300,0.03,0.02,20,2,218,-126.8187996428785,-216.2246541412937
300,0.03,0.02,20,2,219,-135.69463863518345,-213.42429751201408
300,0.03,0.02,20,2,220,-125.88027898781785,-216.52993259777185
300,0.03,0.02,20,2,221,-131.23851208678758,-217.60949873055333
300,0.03,0.02,20,2,222,-128.70318264754368,-220.08870553078165
300,0.03,0.02,20,2,223,-137.53945729601884,-221.0346231595237
300,0.03,0.02,20,2,224,-81.52956049652737,-225.86455172400508
300,0.03,0.02,20,2,225,-129.64876634922564,-230.667246325373
300,0.03,0.02,20,2,226,-89.91102314577124,-220.18415396366942
300,0.03,0.02,20,2,227,-131.23851208678758,-206.94836707054003
300,0.03,0.02,20,2,228,-68.28972164382672,-218.38237495868083
300,0.03,0.02,20,2,229,-122.48912940721924,-215.92275482772214
300,0.03,0.02,20,2,230,-126.8187996428785,-215.62679488738144
300,0.03,0.02,20,2,231,-131.23851208678758,-204.34692649005243
300,0.03,0.02,20,2,232,-128.3482438588474,-211.07024867250325
300,0.03,0.02,20,2,233,-130.31004303683676,-216.90446803792665
300,0.03,0.02,20,2,234,-61.345563690772494,-206.0311466866428
300,0.03,0.02,20,2,235,-113.32435804486894,-198.6655091415438
300,0.03,0.02,20,2,236,-133.10405388322278,-221.54748115385655
300,0.03,0.02,20,2,237,-129.64876634922564,-205.1636337905527
300,0.03,0.02,20,2,238,-129.32728814430158,-218.97149094268568
300,0.03,0.02,20,2,239,-132.169905660283,-217.59457514413944
300,0.03,0.02,20,2,240,-113.32435804486894,-216.34453760221368
300,0.03,0.02,20,2,241,-127.75981574503821,-194.7210477375871
300,0.03,0.02,20,2,242,-95.12205669071392,-207.77770821740725
300,0.03,0.02,20,2,243,-128.70318264754368,-199.30758136124936
300,0.03,0.02,20,2,244,-131.23851208678758,-218.86878716949195
300,0.03,0.02,20,2,245,-66.30375285612676,-213.55790010131685
300,0.03,0.02,20,2,246,-127.75981574503821,-215.34948529984393
300,0.03,0.02,20,2,247,-115.6951674225463,-225.0327840085036
300,0.03,0.02,20,2,248,-125.88027898781785,-212.05576396415356
300,0.03,0.02,20,2,249,-119.04079934095691,-208.64487876234082
300,0.03,0.02,20,2,250,-133.10405388322278,-215.29572107631972
300,0.03,0.02,20,2,251,-122.48912940721924,-204.94435458841767
300,0.03,0.02,20,2,252,-67.2965719651132,-210.32117587524945
300,0.03,0.02,20,2,253,-120.0,-225.39535333504003
300,0.03,0.02,20,2,254,-131.23851208678758,-215.48042495620766
300,0.03,0.02,20,2,255,-125.88027898781785,-201.48061485576068
300,0.03,0.02,20,2,256,-103.68065933568312,-206.66435766266625
300,0.03,0.02,20,2,257,-125.88027898781785,-206.02347425201265
300,0.03,0.02,20,2,258,-71.43669871020131,-210.57119696191572
300,0.03,0.02,20,2,259,-130.31004303683676,-203.291496227704
300,0.03,0.02,20,2,260,-123.08131845707604,-209.3281054825108
300,0.03,0.02,20,2,261,-113.32435804486894,-222.32893140811905
300,0.03,0.02,20,2,262,-123.08131845707604,-208.83726789497544
300,0.03,0.02,20,2,263,-127.75981574503821,-208.1973421323439
300,0.03,0.02,20,2,264,-137.53945729601884,-216.54464804825668
300,0.03,0.02,20,2,265,-103.27007354458868,-211.91683105340627
300,0.03,0.02,20,2,266,-120.54277630799527,-209.5621688445874
300,0.03,0.02,20,2,267,-129.64876634922564,-209.95958110955507
300,0.03,0.02,20,2,268,-129.64876634922564,-210.0415648040356
300,0.03,0.02,20,2,269,-132.169905660283,-224.04388123457068
300,0.03,0.02,20,2,270,-68.47076812334268,-212.777336879464
300,0.03,0.02,20,2,271,-69.28317965096906,-218.06058213942518
300,0.03,0.02,20,2,272,-105.60701700396552,-213.855636416886
300,0.03,0.02,20,2,273,-137.53945729601884,-216.82234212022325
300,0.03,0.02,20,2,274,-96.09772228646443,-203.77083617839375
300,0.03,0.02,20,2,275,-125.88027898781785,-206.0193507428049
300,0.03,0.02,20,2,276,-66.49657518178932,-215.0199512744597
300,0.03,0.02,20,2,277,-64.52535300326414,-204.26888543829978
300,0.03,0.02,20,2,278,-127.75981574503821,-208.70775181791163
300,0.03,0.02,20,2,279,-85.4400902933387,-222.45341091090614
300,0.03,0.02,20,2,280,-124.33558553417603,-208.82460199882857
300,0.03,0.02,20,2,281,-133.10405388322278,-215.6456654407452
300,0.03,0.02,20,2,282,-129.64876634922564,-215.76173086732422
300,0.03,0.02,20,2,283,-138.46648326421052,-227.77725974409705
300,0.03,0.02,20,2,284,-104.21734310225516,-211.05395188063704
300,0.03,0.02,20,2,285,-106.57252408878007,-210.51504691171147
300,0.03,0.02,20,2,286,-107.05948168962618,-203.67706516740589
300,0.03,0.02,20,2,287,-138.46648326421052,-222.99333229611634
300,0.03,0.02,20,2,288,-125.88027898781785,-220.06227958312516
300,0.03,0.02,20,2,289,-116.17358552246078,-215.9462867365452
300,0.03,0.02,20,2,290,-129.64876634922564,-215.99412998200512
300,0.03,0.02,20,2,291,-88.3275357934736,-206.8194424380981
300,0.03,0.02,20,2,292,-125.88027898781785,-199.83760547065268
300,0.03,0.02,20,2,293,-126.8187996428785,-213.0697399004759
300,0.03,0.02,20,2,294,-137.53945729601884,-217.56833895698585
300,0.03,0.02,20,2,295,-128.70318264754368,-210.37448558240428
300,0.03,0.02,20,2,296,-96.09772228646443,-202.8666986031729
300,0.03,0.02,20,2,297,-108.96589587396122,-221.05614696181001
300,0.03,0.02,20,2,298,-127.75981574503821,-217.61370875996735
300,0.03,0.02,20,2,299,-163.71219600798315,-229.10384019243187
300,0.03,0.02,20,3,0,-136.61544808322665,-213.109084410986
300,0.03,0.02,20,3,1,-121.51548460377916,-219.07231168860292
300,0.03,0.02,20,3,2,-131.23851208678758,-214.19131529880747
300,0.03,0.02,20,3,3,-132.169905660283,-205.10284440196378
300,0.03,0.02,20,3,4,-132.169905660283,-228.20876152885234
300,0.03,0.02,20,3,5,-73.63935817272332,-209.84814188499428
300,0.03,0.02,20,3,6,11.39444872453601,-199.31886916148514
300,0.03,0.02,20,3,7,-64.52535300326414,-216.94256242091754
300,0.03,0.02,20,3,8,-127.20153254455275,-216.64750120698434
300,0.03,0.02,20,3,9,-124.43904440685432,-218.67982378582076
300,0.03,0.02,20,3,10,-95.12205669071392,-218.3885436229105
300,0.03,0.02,20,3,11,-121.51548460377916,-211.21173806511953
300,0.03,0.02,20,3,12,-137.53945729601884,-214.26971163772552
300,0.03,0.02,20,3,13,-131.23851208678758,-222.42120895767502
300,0.03,0.02,20,3,14,-103.27531841800928,-208.8551292018142
300,0.03,0.02,20,3,15,-136.61544808322665,-231.75833738173324
300,0.03,0.02,20,3,16,-64.319206502675,-207.9257600349058
300,0.03,0.02,20,3,17,-126.8187996428785,-210.08200078782593
300,0.03,0.02,20,3,18,-131.23851208678758,-214.93653336470982
300,0.03,0.02,20,3,19,-127.75981574503821,-212.89653075659297
300,0.03,0.02,20,3,20,-67.2965719651132,-217.50826709570694
300,0.03,0.02,20,3,21,-133.10405388322278,-221.72303434692188
300,0.03,0.02,20,3,22,-69.28317965096906,-199.57420816478813
300,0.03,0.02,20,3,23,-67.2965719651132,-206.97380274619232
300,0.03,0.02,20,3,24,-133.10405388322278,-215.83916267335186
300,0.03,0.02,20,3,25,-129.3846820423443,-225.42031270947987
300,0.03,0.02,20,3,26,-121.51548460377916,-213.48471953937093
300,0.03,0.02,20,3,27,-124.94441010848846,-217.2592250742414
300,0.03,0.02,20,3,28,-131.23851208678758,-216.93505722597357
300,0.03,0.02,20,3,29,-120.54277630799527,-217.1909467130219
300,0.03,0.02,20,3,30,-133.10405388322278,-220.65135681819356
300,0.03,0.02,20,3,31,-124.43904440685432,-206.26165709857554
300,0.03,0.02,20,3,32,-135.69463863518345,-208.15833940028043
300,0.03,0.02,20,3,33,-126.8187996428785,-217.1538456156869
300,0.03,0.02,20,3,34,-130.31004303683676,-221.2244725044017
300,0.03,0.02,20,3,35,-131.23851208678758,-212.93695246813292
300,0.03,0.02,20,3,36,-106.10960958218894,-223.29686548228952
300,0.03,0.02,20,3,37,-109.92215489043241,-231.21849608294758
300,0.03,0.02,20,3,38,-126.8187996428785,-206.57740375129526
300,0.03,0.02,20,3,39,-133.10405388322278,-208.09472881372477
300,0.03,0.02,20,3,40,-57.38826948140329,-213.03844573802377
300,0.03,0.02,20,3,41,-136.61544808322665,-228.96904553196248
300,0.03,0.02,20,3,42,-132.26812023536854,-221.8102526993043
300,0.03,0.02,20,3,43,-90.89117562233506,-217.62791245517758
300,0.03,0.02,20,3,44,-126.8187996428785,-217.0307632041472
300,0.03,0.02,20,3,45,-137.53945729601884,-223.49098566593446
300,0.03,0.02,20,3,46,-91.2310562561766,-207.62192262065926
300,0.03,0.02,20,3,47,-125.88027898781785,-208.96878169767268
300,0.03,0.02,20,3,48,-127.75981574503821,-202.58937165776817
300,0.03,0.02,20,3,49,-97.44997055358225,-214.104118185123
300,0.03,0.02,20,3,50,-142.92702786528704,-223.11976175477432
300,0.03,0.02,20,3,51,-127.75981574503821,-217.09117324618413
300,0.03,0.02,20,3,52,-104.24428900898053,-218.61528880628967
